,ID,Album,Artist,ISRC,Original Advance Amount,Additional Recoupable Costs,Total Recoupable Costs,Currency,Release Date,First Revenue Date,Contractual Artist Split,Contractual Artist Split After Recoupment,Contract Term (months),Legacy: Expected Time to Repay (in P&L months excluding months where no revenue at the time of the investment),Legacy: Expected time to repay month,Expected Payback Period,1 Year Cum Expected Revenue,2 Year Cum Expected Revenue,3 Year Cum Expected Revenue,Number of Streaming Services above 2,Number of Streams & Youube Views (as of pool cut date),Total Gross Royalty Revenue Earned,Total Instrumental Split of Revenue,Total Artist Revenue,Total Revenue Paid to Artist,Total Expected Revenue to date,Actual to Expected Revenue,Outstanding principal / advance,Revenue Month (i.e. number of months receiving revenue),Currency.1,Expected Repayment Term,Max Advance,Minimum Streaming Services,Inactivity (received revenue vs expected - tested after 6 months from origination date),ELIGIBLITY CRITERIA CHECK,EXCEPTION LOAN,STATUS,Monthly Revenue Collected,3/9 Month Average monthly collections,Remaining Term,Remaining PV Term,Future Revenue,Revenue until Artist Recoups,Future Cashflows 3 years,Eligible Portfolio Value,Net Eligible Portfolio Value (*80%),Buyback?,Buyback Amount,Buyback Date,Agreement with Company,Date of Agreement
377,06aIJr6MYcTFZWlto1xWZo,Honestly,Lil Peep,UKELY1700031,11455,2435,4223,USD,2023-06-01,2023-07-01,0.1852631501,0.1167792001,18,9,12,25,1429,4456,5468,4,75190,67882,62431,58745,16387,62353,0.4575864951,64040,7,USD,32,494591,4,1,0,0,Inactive,9181,3354,22,33,214167,353394,497713,442426,259929,No,273901,2023-12-31,Agreement 3,2023-06-01
378,57MIe0B1CMp9qI1R8RamiF,Swan Lake,Baby Lulu,USCGJ1763707,13380,4722,4436,USD,2023-06-01,2023-07-01,0.1670054729,0.4728825661,25,22,7,34,1197,5699,2493,4,56106,72613,51081,71999,93023,41869,0.2983700293,57343,16,USD,16,456346,3,1,0,1,Inactive,2944,8262,31,31,128119,341138,150814,297512,342246,No,364775,2023-12-31,Agreement 3,2023-06-01
379,4dBhAbi1hGtYaXGkApzi0S,The World Is Not Enough - Remix,Psykick Holiday,GBRMQ1900012,38186,2904,4099,USD,2023-06-01,2023-07-01,0.3071425877,0.4989298317,25,11,17,19,9793,7821,5766,4,22286,80903,34157,74843,77237,80421,0.8155369442,25020,14,USD,30,261664,2,0,1,1,Active,7072,1074,26,21,415017,329829,297696,419710,350907,Yes,149819,2023-12-31,Agreement 2,2023-06-01
380,2YViSBWIsOuDN5eq7Jv9Fj,4 White Walls,J. Young,QZK6M2121868,56244,2614,3647,USD,2023-06-01,2023-07-01,0.3789221575,0.3438560009,26,19,20,30,2139,9512,5569,2,70841,33709,36605,87343,11205,97400,0.6882476262,49535,27,USD,18,482750,4,0,0,0,Active,9750,9923,21,14,253358,453573,378235,320906,282311,Yes,277740,2023-12-31,Agreement 4,2023-06-01
381,6TvxPS4fj4LUdjw2es4g21,Slipping Through My Fingers,ABBA,SEAYD8102080,74870,4213,4819,USD,2023-06-01,2023-07-01,0.2491569422,0.2841285025,26,12,20,18,1252,5700,6831,3,72231,90263,61903,15045,46305,77474,0.9002408377,51351,6,USD,22,282227,3,1,1,0,Inactive,1032,1002,31,30,289606,179062,122002,311845,199934,No,208229,2023-12-31,Agreement 3,2023-06-01
382,2IdwQxhJn9ZE4zIotcCefR,Stormy Weather,Etta James,USMC16048489,87840,3944,3048,USD,2023-06-01,2023-07-01,0.2315341154,0.1055809556,21,19,20,16,4572,2677,1069,2,37446,88783,77673,86143,15815,73862,0.7170626149,85200,28,USD,12,371374,3,1,1,1,Active,3951,3867,35,12,123591,399499,406279,152857,385455,Yes,396295,2023-12-31,Agreement 1,2023-06-01
383,5YJtMNWKe55yr49cyJgxva,Everytime We Touch,Cascada,DEZ620500053,56098,3905,3596,USD,2023-06-01,2023-07-01,0.3531158522,0.4217416084,20,23,9,29,4683,3342,1534,3,45281,47708,59010,84781,52836,96037,0.4737259753,51313,9,USD,16,177673,2,0,0,0,Active,7208,2345,35,26,435447,105237,324187,254017,204030,No,476260,2023-12-31,Agreement 2,2023-06-01
384,0ubRt9HAgPeXN7faPOkh4Q,ICE QUEEN,margø,UK6KW2200122,63377,3195,4510,USD,2023-06-01,2023-07-01,0.4964797569,0.3661489706,18,8,19,24,3922,6093,5368,1,84284,69218,31308,72154,65012,53215,0.8720666826,26197,7,USD,27,493930,1,1,1,1,Inactive,3137,5733,28,25,118902,444018,275888,312610,476863,Yes,328810,2023-12-31,Agreement 4,2023-06-01
385,1XYNrxsbgkDdPtTQLJhqNd,Sad Mood,Sam Cooke,USRC10501182,43155,3494,4454,USD,2023-06-01,2023-07-01,0.4987480305,0.4156621041,15,13,22,20,3584,2420,8703,2,53625,29236,44699,14569,61688,87872,0.7584829436,31185,23,USD,28,260415,3,0,1,0,Inactive,2577,6787,22,35,257196,200524,349241,448023,233336,No,238206,2023-12-31,Agreement 1,2023-06-01
386,1CTPsKydON7XlXWafzfoX2,Heart's Letting Go,Megan McKenna,UK6KW2200137,56537,4569,1012,USD,2023-06-01,2023-07-01,0.2202374432,0.3035972989,28,17,18,14,2700,8241,4428,2,14458,19765,62205,95783,90426,76677,0.7616086153,52957,22,USD,14,463320,4,0,1,1,Active,3754,8479,19,34,490780,465323,229368,401964,365243,No,115083,2023-12-31,Agreement 4,2023-06-01
387,2gSPHSdf0vrk2Psxmn8sUn,i need u,Ken Carson,USUM72301379,33995,3631,3347,USD,2023-06-01,2023-07-01,0.194551461,0.3635731646,16,6,22,26,4586,5626,7919,3,89789,81432,96321,80150,23065,20654,0.2687268641,34215,7,USD,16,267682,2,0,1,1,Inactive,2464,7262,13,16,166959,385203,273319,203375,177108,No,386579,2023-12-31,Agreement 3,2023-06-01
388,5ihS6UUlyQAfmp48eSkxuQ,Landslide,Fleetwood Mac,USWB19903197,25497,2262,2468,USD,2023-06-01,2023-07-01,0.2060416216,0.2883675722,26,10,20,25,8663,3783,3640,1,59219,17541,85536,82789,72929,25468,0.5449120054,28852,8,USD,12,198878,3,0,1,1,Active,8721,7643,24,19,312095,312377,484473,308341,483150,Yes,365403,2023-12-31,Agreement 1,2023-06-01
389,0j2T0R9dR9qdJYsB7ciXhf,Stronger,Kanye West,USUM70741299,75216,1848,2910,USD,2023-06-01,2023-07-01,0.2831222498,0.3602942013,13,10,12,27,5645,8701,1926,3,26305,31539,12933,20521,22044,64268,0.8586217749,72499,16,USD,30,360039,2,0,1,0,Inactive,4313,3775,13,18,384759,441461,174181,335911,244306,Yes,327061,2023-12-31,Agreement 3,2023-06-01
390,5OkOmrLsbr8Lg5wj89LOUb,Right Person Right Time,Rachel Grae,UK6KW2200120,98053,4483,4798,USD,2023-06-01,2023-07-01,0.3751237345,0.3840310243,24,20,23,22,1203,1260,9940,3,22637,50947,47219,68614,54371,66092,0.4204176211,83561,7,USD,13,398373,3,0,1,0,Active,9052,1690,20,23,350280,468386,251633,306038,232308,Yes,271690,2023-12-31,Agreement 2,2023-06-01
391,1odExI7RdWc4BT515LTAwj,Daylight,David Kushner,QZXDB2300005,54570,4012,3204,USD,2023-06-01,2023-07-01,0.4871608195,0.4748803255,26,22,11,24,8079,2983,5299,3,23327,44387,47743,61862,46606,53774,0.261710328,68679,9,USD,35,475442,2,0,1,0,Active,6959,8979,31,33,471749,428191,456084,485357,328591,No,212296,2023-12-31,Agreement 4,2023-06-01
392,6OUz0Yxs2MkYfX2io2Wh0d,Ruin Your Night - Acoustic Version,Megan McKenna,UK6KW2200142,49971,4036,1301,USD,2023-06-01,2023-07-01,0.3037101387,0.434381314,18,16,17,33,1322,6140,3860,1,74117,89419,28555,74560,22663,73520,0.3281685855,22308,32,USD,14,374691,4,0,1,1,Inactive,4151,1235,12,21,433263,483237,267955,383241,496891,Yes,287044,2023-12-31,Agreement 3,2023-06-01
393,6ef1xq52HHUqclWpFGgCgr,"The Good, The Bad & The Bitch",Megan McKenna,UK6KW2200151,21114,3387,4646,USD,2023-06-01,2023-07-01,0.4042922252,0.2353305189,35,7,23,27,4360,2579,7504,2,53358,31604,59301,66704,78814,35621,0.7123519468,96138,13,USD,13,309074,3,0,1,0,Active,6669,8974,18,22,377132,230519,367286,304332,223918,No,416461,2023-12-31,Agreement 1,2023-06-01
394,7CNVenAoty0IomwFPaMaaH,"I Dreamed A Dream - From ""Les Misérables""",Anne Hathaway,GBUM71207810,30799,3007,1612,USD,2023-06-01,2023-07-01,0.489622559,0.155319558,33,12,15,16,3751,3533,2574,4,67906,60504,86368,28247,57342,67567,0.3031978086,14137,15,USD,28,164505,2,1,0,1,Active,8017,5514,13,33,317176,160599,268358,341114,116779,No,205022,2023-12-31,Agreement 4,2023-06-01
395,4rAg5bbrdZX00mXXhLvYXj,Too Late,SZA,USRC12204600,23262,3588,4255,USD,2023-06-01,2023-07-01,0.4904838363,0.3423806508,14,23,11,14,9081,5082,4423,3,22400,45010,97427,19648,40993,10322,0.4601457589,59308,32,USD,29,106318,1,0,0,0,Inactive,7719,5409,27,13,408875,311053,155103,105272,483516,Yes,154054,2023-12-31,Agreement 4,2023-06-01
396,4lJIudDWPkkGOHaIS6RNc7,Drowning In Blue,ZACK TURNER,QZK6J2395966,50251,3233,2086,USD,2023-06-01,2023-07-01,0.2878092407,0.2043769054,24,15,7,18,9927,4962,9661,2,40149,84384,54428,24800,28997,87105,0.6338250472,87344,13,USD,26,203507,2,0,1,0,Active,9699,8433,26,30,414474,108938,228086,180065,286796,No,251509,2023-12-31,Agreement 1,2023-06-01
397,4Wjhj0WjkyECccfHVIgaTq,Trust Issues,Drake,USUG11902746,72477,4223,2099,USD,2023-06-01,2023-07-01,0.229158494,0.292538146,18,6,17,32,6204,5783,8421,3,77803,29584,58738,80921,29053,42044,0.6951615811,65868,9,USD,13,218041,3,0,1,0,Inactive,7168,2168,29,25,328807,411010,422862,249001,207159,No,380087,2023-12-31,Agreement 1,2023-06-01
398,1VNWaY3uNfoeWqb5U8x2QX,Lonely Day,System Of A Down,USSM10505340,76570,4784,1706,USD,2023-06-01,2023-07-01,0.286336529,0.1508669066,15,13,21,30,4119,5844,8478,1,34681,53497,17352,78472,47107,96421,0.8125056561,72337,29,USD,33,190039,3,1,1,1,Active,8231,1774,18,27,152629,399045,190457,390691,320376,Yes,325462,2023-12-31,Agreement 3,2023-06-01
399,3jzZcW3oyFH8wzpsok3GaF,So Single It Hurts,Zoe Clark,UK6KW2200138,77194,3084,2895,USD,2023-06-01,2023-07-01,0.1542583131,0.4409205977,22,8,20,13,1348,4151,1498,2,74794,24152,93433,80770,65365,18066,0.2108279879,37218,28,USD,23,498686,4,0,1,1,Inactive,3964,3589,31,21,464672,250406,319363,382417,386719,Yes,409907,2023-12-31,Agreement 2,2023-06-01
400,5ZEc110fxhvZTkIxnBC8hD,Merlin,SadBoyProlific,UK6KW2200152,64058,3446,3047,USD,2023-06-01,2023-07-01,0.304491825,0.4034639574,29,7,12,33,2472,4081,9070,3,14489,44293,75857,27815,32493,84278,0.515876289,32634,7,USD,33,120825,1,0,0,0,Inactive,7211,9607,16,26,102391,396130,444558,398845,378928,No,440086,2023-12-31,Agreement 3,2023-06-01
401,2aZ1KBahteornorvYJ5IPs,"Love, The Time Is Now",Bobby Womack,USCA26900146,29895,1818,1589,USD,2023-06-01,2023-07-01,0.4283463011,0.4557217213,21,8,15,30,9711,4488,5658,2,34894,17610,30028,11525,72418,15468,0.5666510921,72145,30,USD,25,145580,1,1,0,0,Active,2446,6658,14,16,374668,276179,480124,367949,111221,No,325092,2023-12-31,Agreement 1,2023-06-01
402,5CKHhg31HcYYhwUeeGqvhq,I Wish I Knew How It Would Feel to Be Free,Nina Simone,USRC10503463,19320,1909,4610,USD,2023-06-01,2023-07-01,0.4266378947,0.1947204147,17,10,17,22,8850,4461,4810,2,48216,44521,35943,75743,76634,50018,0.4627983582,46420,29,USD,34,207865,2,0,1,0,Active,2100,5547,33,17,124980,143856,303664,296210,350382,Yes,103049,2023-12-31,Agreement 3,2023-06-01
403,4XfI7M5gLwEY84gYiH4RDD,Devil's Advocate,The Neighbourhood,USSM12003781,43188,3982,4561,USD,2023-06-01,2023-07-01,0.1488705129,0.4553913774,27,13,16,29,3748,9079,8081,4,47545,73373,30475,41909,38925,78777,0.3992135159,61811,26,USD,35,244848,3,1,1,1,Active,3973,9534,26,20,159291,464438,453002,153698,188202,No,425030,2023-12-31,Agreement 2,2023-06-01
404,59nOXPmaKlBfGMDeOVGrIK,WAIT FOR U (feat. Drake & Tems),Future,USSM12203789,88146,4699,4623,USD,2023-06-01,2023-07-01,0.3277178134,0.4034240363,17,18,10,24,2897,6887,1339,3,49423,16613,28792,70862,34487,78880,0.1787375321,87676,17,USD,23,118691,3,1,1,0,Active,3293,2209,33,22,480662,123803,356505,213968,297704,Yes,276416,2023-12-31,Agreement 1,2023-06-01
405,0kxYXcGsKhZHhl7zWRerRA,One More Mistake,Donzell Taggart,UK6KW2200195,30741,2656,2690,USD,2023-06-01,2023-07-01,0.4241782067,0.226988473,19,20,13,18,3116,6494,5631,3,84895,88643,27657,57781,86078,24434,0.8041988572,70183,11,USD,28,101604,4,1,1,0,Inactive,5867,2296,29,35,317735,333263,399735,339674,477572,Yes,272106,2023-12-31,Agreement 2,2023-06-01
406,6KSg8FeL0cQEk3ibxzc0QB,FINAL BOSS,margø,UK6KW2200188,50195,2068,2540,USD,2023-06-01,2023-07-01,0.2290716744,0.4538497321,30,9,10,16,4282,6654,4893,3,65504,33355,10614,75628,66577,82276,0.1638057439,26791,32,USD,17,302252,3,1,0,1,Active,5464,9517,20,31,248360,300242,357070,336654,144467,No,397543,2023-12-31,Agreement 1,2023-06-01
407,5jh9eO2BV94JE5o8VOJUT4,Monsters in My Mind,Cloudy June,NL4NL2106173,92388,4464,1445,USD,2023-06-01,2023-07-01,0.345104978,0.3883768849,27,13,11,30,1557,3711,4894,3,53870,71685,69061,23802,15087,15072,0.4582520147,93881,14,USD,28,497451,2,0,0,1,Inactive,7781,1347,15,13,367805,334704,191536,330544,334816,Yes,125592,2023-12-31,Agreement 1,2023-06-01
408,08uFpUUmJVfmF2tdUBejfg,You Just Didn't Like Me That Much,Leanna Firestone,UK6KW2200162,24870,1366,3890,USD,2023-06-01,2023-07-01,0.2964857486,0.1227986389,33,16,12,12,5345,9681,2664,4,21484,92376,41478,71770,30499,15591,0.1915048267,93996,21,USD,12,357725,1,1,1,0,Inactive,2608,2653,26,28,184362,222544,353989,450127,114299,No,110813,2023-12-31,Agreement 2,2023-06-01
409,1KWA9XCIOu04M18FjFkIaA,Lethal Weapon,Baby Smoove,TCAGM2234835,40790,2450,4890,USD,2023-06-01,2023-07-01,0.2870273503,0.1367915441,24,14,14,17,2145,1394,8876,1,36982,60887,82101,58988,30250,58754,0.2041942462,50110,25,USD,17,144733,3,1,0,0,Inactive,4353,6072,35,30,439822,219641,131070,491498,271269,Yes,211531,2023-12-31,Agreement 2,2023-06-01
410,4AniPkv5vgdE1n6VKreiyI,Big Girls Don't Cry (Personal),Fergie,USUM70609115,59568,4828,2041,USD,2023-06-01,2023-07-01,0.4133776253,0.3352359045,26,8,11,12,1422,8431,5462,3,89610,87852,65703,94217,70222,75516,0.8231067928,66169,25,USD,34,478268,3,1,0,0,Active,4365,9422,35,31,347659,117190,170961,263510,282355,No,247710,2023-12-31,Agreement 1,2023-06-01
411,4o3XxiQ9BljY4OU38zanC0,colorblind,Mokita,TCAEL1967184,45819,3481,2206,USD,2023-06-01,2023-07-01,0.191889826,0.4300621794,27,21,15,35,6244,6234,6068,1,15027,13092,54601,27376,66029,24044,0.5512264663,43779,22,USD,21,355914,3,1,0,0,Active,4296,1332,13,12,137119,244163,390390,202312,463976,Yes,411665,2023-12-31,Agreement 2,2023-06-01
412,6GtX0jaNL8IjVQfrDBx81z,Bullet With Butterfly Wings - Remastered 2012,The Smashing Pumpkins,USVI21200897,68815,1231,3876,USD,2023-06-01,2023-07-01,0.4220712588,0.1120757172,20,18,12,18,6866,4339,9635,2,11397,94759,75037,88476,31794,68138,0.608005869,20466,33,USD,29,462762,1,0,0,0,Inactive,8879,2874,13,31,166115,335186,480735,244460,362903,No,424986,2023-12-31,Agreement 4,2023-06-01
413,2ME0NNq3eFGDfFwEMEXGdA,6am In NY,Sleepy Hallow,USUYG1315733,81920,1910,3042,USD,2023-06-01,2023-07-01,0.1652475355,0.1602506993,14,15,12,19,5239,6609,5089,3,57503,80995,75910,24869,57231,46782,0.2302611454,51784,9,USD,21,450077,3,1,1,1,Inactive,3461,6601,34,16,204175,290526,122459,254799,296051,No,312648,2023-12-31,Agreement 4,2023-06-01
414,0LEs4bUrJXJuNB7j24AB1V,2 BEST FRIENDS,Waterparks,USAT22221049,25968,2652,2232,USD,2023-06-01,2023-07-01,0.3089129783,0.2122625239,34,8,9,19,4972,9974,7038,3,63330,78095,78088,79094,10150,38957,0.9659733642,86380,9,USD,23,468369,3,1,0,0,Active,7853,7916,35,15,475429,175561,121374,199450,328235,Yes,364955,2023-12-31,Agreement 3,2023-06-01
415,4CoSCPlKNrWli7E5kFtbcl,Little Lies - 2017 Remaster,Fleetwood Mac,USRH11602193,52908,4521,2210,USD,2023-06-01,2023-07-01,0.3835793469,0.4995732323,33,21,21,22,8830,7051,6118,2,92796,39841,30621,86598,87486,37529,0.8349461368,18006,12,USD,12,154207,2,0,0,1,Inactive,8229,1814,21,29,186383,219446,408363,178989,317407,Yes,104842,2023-12-31,Agreement 2,2023-06-01
416,0bePGTDjn0XuEKoN7rOMvV,Undercover Martyn,Two Door Cinema Club,FRU700900115,86356,3286,3457,USD,2023-06-01,2023-07-01,0.2156938321,0.2057252267,30,22,12,33,1309,6841,5409,3,36759,25850,82998,40764,52196,24903,0.597549996,18960,27,USD,18,299501,4,0,1,1,Inactive,5480,4141,22,33,437341,198473,362662,193727,264225,Yes,220502,2023-12-31,Agreement 1,2023-06-01
417,3Vhgmcz4U4KGDCbGAtqrwV,For the Best,Gregory and the Hawk,GBDCA1001729,44247,3649,4073,USD,2023-06-01,2023-07-01,0.1453657233,0.3672396008,30,10,13,27,9725,7323,3781,1,86867,93866,50790,91481,34894,61118,0.178831417,81669,8,USD,16,319897,4,1,1,1,Inactive,6892,3494,26,33,409843,329257,477042,252393,483289,Yes,170509,2023-12-31,Agreement 1,2023-06-01
418,6092vWWyR807ruKBx3sCVv,Shirt Off My Back,Donzell Taggart,UK6KW2200197,42498,2268,3503,USD,2023-06-01,2023-07-01,0.4183042435,0.4722806105,28,22,12,12,7562,3421,2789,2,85776,28920,47713,26609,51964,85798,0.6669939409,21106,9,USD,35,261882,1,0,0,1,Active,5120,3889,13,30,418991,201386,280653,476227,111890,No,157651,2023-12-31,Agreement 2,2023-06-01
419,1LqcIO6jY4XEsObcuU5YiJ,All I've Got,RÜFÜS DU SOL,USRE11800619,98812,3914,2947,USD,2023-06-01,2023-07-01,0.2916655542,0.2648291535,22,23,7,12,4442,5869,7608,2,23084,30635,75730,17921,28572,26465,0.7973342366,83358,35,USD,32,216964,4,1,1,1,Inactive,8081,7245,16,12,229051,287546,106555,313369,341409,No,342946,2023-12-31,Agreement 2,2023-06-01
420,6Noh1HVF223OAop5SVrua8,Lacrimosa,Matt Kent,QZAKB2158424,32477,2756,1610,USD,2023-06-01,2023-07-01,0.2755817284,0.2791724928,18,15,7,24,3974,7075,3767,3,42679,92586,66334,51201,93399,47102,0.8646092606,79716,31,USD,17,268168,1,1,1,1,Inactive,4254,8058,26,33,414555,127523,460272,144316,372517,Yes,385477,2023-12-31,Agreement 1,2023-06-01
421,186AzR054q9nSWYSI3qr8D,Losing You,Christian Kuria,QM24S1925872,41272,4920,3697,USD,2023-06-01,2023-07-01,0.3807422818,0.3333763253,17,22,7,14,7652,3092,7334,3,59459,23409,22290,39154,81889,41495,0.2563238515,75960,18,USD,15,160272,2,0,0,1,Inactive,2746,6476,34,18,475304,226404,365404,339033,431702,Yes,270171,2023-12-31,Agreement 3,2023-06-01
422,7hm4HTk9encxT0LYC0J6oI,Someday,The Strokes,USRC10100769,54229,4127,2797,USD,2023-06-01,2023-07-01,0.1194418002,0.3107681761,21,10,19,24,2974,4555,6794,4,22645,87679,73052,22122,33704,73593,0.2105649555,20666,8,USD,18,195306,3,1,0,1,Inactive,3236,2520,17,18,340707,471544,358249,111620,167698,No,498125,2023-12-31,Agreement 4,2023-06-01
423,6aiwsDQ9wttCKCzEllCFiN,Up In The Sky,Emilee Moore,FRX202254196,93938,4742,3022,USD,2023-06-01,2023-07-01,0.4661642179,0.4155165809,26,17,13,22,5198,7678,6067,3,20391,54904,86302,72846,13570,86168,0.7270182673,35612,21,USD,17,232250,3,0,1,0,Inactive,3536,8569,21,27,325023,367093,415048,392492,159033,No,394670,2023-12-31,Agreement 4,2023-06-01
424,57cAiaSBKidKHqBC1FePPn,hit the dirt,gavn!,UK6KW2200238,98006,4068,1841,USD,2023-06-01,2023-07-01,0.1564316187,0.2153409329,33,22,16,28,1601,8134,4289,2,55724,84947,33144,88658,10194,40444,0.5250004198,86388,12,USD,19,485264,4,1,1,0,Active,1470,2204,12,16,366258,371737,418424,468586,244800,Yes,360988,2023-12-31,Agreement 2,2023-06-01
425,4Jz4bjXeiF2SXVj9P4YfY5,Keep Your Head Up,Andy Grammer,USKFE1000058,63499,4705,3319,USD,2023-06-01,2023-07-01,0.1779149325,0.4287262037,33,18,14,19,1251,8239,4690,1,38518,20536,98949,24157,14098,58031,0.498740884,42135,7,USD,28,362242,4,1,0,0,Active,9455,6596,24,19,271081,268907,207369,219664,252487,Yes,355793,2023-12-31,Agreement 3,2023-06-01
426,5mZcX0MLpOepdFhdB78mrU,Turns Out,Liang Lawrence,UK6KW2200207,57430,4586,3206,USD,2023-06-01,2023-07-01,0.460719025,0.2283894063,14,7,13,35,2669,4391,3026,4,48421,93618,33088,37036,35851,26321,0.9321875668,95852,24,USD,31,104745,3,1,1,0,Active,9001,1821,20,26,229435,167357,266799,199912,360084,Yes,407448,2023-12-31,Agreement 3,2023-06-01
427,7cRggVoZ18mmvIN2EcSQ3J,Trouble,Josh Ross,CAUM72200460,56229,4623,3370,USD,2023-06-01,2023-07-01,0.2203234147,0.3275931554,17,20,11,16,6698,6511,1410,3,75602,31001,72346,11739,96894,16467,0.7980894577,43658,35,USD,34,156825,1,0,1,0,Inactive,2175,7839,25,25,243566,199483,434762,379144,391551,Yes,312174,2023-12-31,Agreement 4,2023-06-01
428,2Q1KWlBO3MfJTQ5deZUieQ,How Dare You,Rachel Grae,UK6KW2300020,80696,2606,1961,USD,2023-06-01,2023-07-01,0.4251234384,0.1642448523,21,23,15,17,3423,7304,2326,2,22114,75111,70886,27897,92216,81536,0.890642691,22935,9,USD,33,291552,3,1,1,1,Active,3455,1977,35,30,187456,288321,250573,426554,105135,No,205744,2023-12-31,Agreement 4,2023-06-01
429,790YJcgHlN3SaosQCHlWzn,Love Of My Life - Remastered 2011,Queen,GBUM71100536,89686,3748,2520,USD,2023-06-01,2023-07-01,0.2398610003,0.137422389,16,14,20,25,5479,2195,1764,4,27329,53743,83579,97378,50789,17338,0.1460708598,60197,26,USD,33,167696,2,1,1,1,Active,2496,9636,22,35,288702,356516,184306,372421,373135,Yes,408949,2023-12-31,Agreement 1,2023-06-01
430,58k4FqXPmLzmWO1fTkrHPD,God and the Government,Leanna Firestone,UK6KW2200247,86819,2483,1139,USD,2023-06-01,2023-07-01,0.24833593,0.4518137994,27,16,18,25,2468,3083,7262,2,52268,52964,21832,97692,76475,14282,0.1511053709,93332,25,USD,18,254501,3,0,1,1,Active,8544,7492,22,24,129684,492559,267511,229669,129271,No,155664,2023-12-31,Agreement 2,2023-06-01
431,5YqpHuXpFjDVZ7tY1ClFll,Heartbeats,José González,SEVVX0300201,75727,1824,2056,USD,2023-06-01,2023-07-01,0.3486624474,0.3518470366,18,11,11,22,6511,1188,8799,1,40861,27570,22200,58588,35055,52840,0.9744742948,40918,29,USD,30,426815,1,1,1,0,Inactive,7979,1930,24,12,318869,309731,217847,258286,327901,Yes,455499,2023-12-31,Agreement 2,2023-06-01
432,13pyGLYmBjYgvOMIEivX2K,I Don't Feel Like Dancin',Scissor Sisters,GBUM70602587,38590,3268,1217,USD,2023-06-01,2023-07-01,0.1857759656,0.2005068379,33,9,9,20,1690,5206,8341,4,39279,98737,39122,50262,41316,69442,0.2576411742,20590,35,USD,34,139593,2,0,0,0,Inactive,4128,2846,22,19,397113,384091,255664,342652,226916,Yes,209941,2023-12-31,Agreement 1,2023-06-01
433,3H8Sn0mYsZMPPlMCbebOJ5,Danke Schoen,Wayne Newton,USCA28900271,15582,3213,2005,USD,2023-06-01,2023-07-01,0.4118611088,0.1538262471,16,11,16,33,1924,5529,7209,1,39289,93995,80786,88524,63350,33107,0.8355789493,99514,31,USD,21,255967,1,1,1,1,Inactive,8187,5341,32,21,163889,275581,221889,220452,406348,No,387922,2023-12-31,Agreement 2,2023-06-01
434,6EAlFsajDK1PVgfhdJbS5Y,Something's Got A Hold On Me,Etta James,USMC16146330,85460,3406,1063,USD,2023-06-01,2023-07-01,0.1079253176,0.3519303431,20,21,18,18,7211,4101,7369,3,96895,74180,59493,98129,37286,81710,0.7417113667,65327,10,USD,22,441958,1,0,0,1,Inactive,3160,7856,27,19,398576,408900,469983,146360,495995,No,119332,2023-12-31,Agreement 3,2023-06-01
435,0GO8y8jQk1PkHzS31d699N,Tongue Tied,GROUPLOVE,USAT21101334,30784,2626,2007,USD,2023-06-01,2023-07-01,0.3058962756,0.2292593007,24,11,11,19,2340,7438,7419,2,91833,27073,57403,79525,87881,27041,0.1880514368,56145,35,USD,28,134995,4,0,0,0,Inactive,9719,9319,32,35,121319,181169,173103,301993,424528,Yes,269228,2023-12-31,Agreement 3,2023-06-01
436,0JmnkIqdlnUzPaf8sqBRs3,Moonlight,Kali Uchis,USUM72219486,74893,4607,1021,USD,2023-06-01,2023-07-01,0.3250161072,0.2582797512,18,14,19,18,5747,9593,2770,3,28068,24327,90041,87719,29047,35143,0.4308181685,88528,20,USD,22,368433,1,1,1,1,Active,2419,1457,30,20,116121,172232,123129,387743,382022,No,407272,2023-12-31,Agreement 4,2023-06-01
437,7dJN4NWQuqCjWwIT3UwOps,Useless,Omar Apollo,USWB12003932,83887,3282,1978,USD,2023-06-01,2023-07-01,0.1461151033,0.2888664269,19,10,14,17,9945,7259,9990,3,78675,62930,86748,19357,36215,12959,0.1376210714,26286,19,USD,29,301200,2,1,0,1,Active,3374,8336,28,24,484366,396735,440147,384597,258364,Yes,306685,2023-12-31,Agreement 3,2023-06-01
